row,col,cosine_mean,cosine_std,n_seeds
MeanDiff,MeanDiff,1,0,3
MeanDiff,KMeans,0.7927833803,0.02498119871,3
MeanDiff,LogReg,0.5585294629,0,3
MeanDiff,PCA,0.7682586964,9.152315791e-07,3
MeanDiff,Random,0.01414311488,0.01130844377,3
KMeans,MeanDiff,0.7927833803,0.02498119871,3
KMeans,KMeans,1,0,3
KMeans,LogReg,0.2937418262,0.01613501004,3
KMeans,PCA,0.9851727352,0.002974380883,3
KMeans,Random,0.003563129007,0.02458487696,3
LogReg,MeanDiff,0.5585294629,0,3
LogReg,KMeans,0.2937418262,0.01613501004,3
LogReg,LogReg,1,0,3
LogReg,PCA,0.2591523554,1.385218475e-06,3
LogReg,Random,0.008585099493,0.01790408522,3
PCA,MeanDiff,0.7682586964,9.152315791e-07,3
PCA,KMeans,0.9851727352,0.002974380883,3
PCA,LogReg,0.2591523554,1.385218475e-06,3
PCA,PCA,1,0,3
PCA,Random,0.00403248789,0.02784832298,3
Random,MeanDiff,0.01414311488,0.01130844377,3
Random,KMeans,0.003563129007,0.02458487696,3
Random,LogReg,0.008585099493,0.01790408522,3
Random,PCA,0.00403248789,0.02784832298,3
Random,Random,1,0,3
