row,positive-neutral_mean,positive-neutral_std,neutral-negative_mean,neutral-negative_std,positive-negative_mean,positive-negative_std,n_seeds
positive-neutral,1,0,-0.2647134513,0.0001415063634,0.416701939,0.0003255898863,3
neutral-negative,-0.2647134513,0.0001415063634,1,0,0.9000465057,0.0002765428564,3
positive-negative,0.416701939,0.0003255898863,0.9000465057,0.0002765428564,1,0,3
