metric,observed,null_mean,null_sd,p_value
spearman,0.7391236512,-0.01605920728,0.1189511961,0.009900990099
kendall,0.5826420777,-0.01243060979,0.09174821199,0.009900990099
probe_r2,0.8298266857,-0.4899523832,0.190911095,0.009900990099
monotone_fraction,0.5833333333,0.3163888889,0.0568240426,0.009900990099
midpoint_residual_median,0.7458265502,0.8334251654,0.02960684496,0.009900990099
pc1_frac_centroids,0.7576465126,0.622215716,0.06178716961,0.0198019802
