valence_r_half_mean,valence_r_half_std,valence_R_full_mean,valence_R_full_std,markedness_r_half_mean,markedness_r_half_std,markedness_R_full_mean,markedness_R_full_std,mean_cos_valence,mean_capture_valence,mean_cos_bend,median_theta1,median_theta2,median_overlap,contrast_within_intent_mean,contrast_between_intent_mean,contrast_gap,n_seeds
0.8558135181,0.0003465199972,0.9223054865,0.0002012443531,0.8603545977,0.0006814187624,0.9249360411,0.0003937480989,0.3937367539,0.1739698082,0.3652556498,52.4943126,74.44834677,0.2227823269,0.21881519,0.1353037519,0.0835114381,3
