scenario_id,theta1_deg,theta2_deg,overlap
politeness-apology-003,59.9598823,86.78489507,0.1268760599
politeness-apology-013,57.85980891,82.04609556,0.1510821134
politeness-apology-043,57.03227157,66.8909023,0.2250801463
politeness-apology-057,57.77825903,81.6974978,0.1525752903
politeness-apology-065,57.98350001,64.85946508,0.2307811516
politeness-apology-067,63.68159395,79.8595452,0.1137825532
politeness-apology-081,47.89858591,75.1040476,0.2577892875
politeness-apology-098,65.83364702,87.80647072,0.08453147486
politeness-bad-news-delivery-020,65.83878803,73.82435477,0.12256969
politeness-bad-news-delivery-028,42.79884124,75.5134187,0.3004781651
politeness-bad-news-delivery-066,43.85045164,72.17262568,0.3068929735
politeness-bad-news-delivery-073,48.28713417,81.67584146,0.231856918
politeness-complaint-030,41.75920286,65.15920506,0.366462307
politeness-complaint-032,46.60049309,73.36258455,0.277028213
politeness-complaint-040,41.95984123,77.09843185,0.3014068851
politeness-complaint-049,53.95766167,65.14511313,0.2614323063
politeness-complaint-063,55.54152977,74.82612618,0.1943260625
politeness-complaint-072,45.7572857,65.12599417,0.3318545888
politeness-complaint-089,44.67544552,52.43546678,0.4386715834
politeness-correction-002,50.37127321,59.90053646,0.3291533904
politeness-correction-005,46.04670649,68.70504091,0.3068137501
politeness-correction-007,64.9440126,77.14524054,0.1144264394
politeness-correction-024,50.78196169,75.74179192,0.2302146378
politeness-correction-027,49.90520332,87.9156885,0.2080642721
politeness-correction-045,45.39958243,73.8508325,0.2851937583
politeness-correction-051,54.92513648,88.87553811,0.1653017203
politeness-correction-076,54.93932991,66.21604001,0.2463137363
politeness-correction-087,55.12082266,68.99009414,0.2277765853
politeness-criticism-or-feedback-023,69.05387817,74.07056737,0.1015617999
politeness-criticism-or-feedback-036,52.08799501,85.11525036,0.1924001292
politeness-criticism-or-feedback-041,66.19180287,74.99999191,0.1149709186
politeness-criticism-or-feedback-050,52.36588887,89.78935632,0.1864331636
politeness-criticism-or-feedback-054,56.0846103,81.9751857,0.165408516
politeness-criticism-or-feedback-071,57.01507677,69.17279206,0.2114038588
politeness-criticism-or-feedback-099,55.51201773,71.84289522,0.2088647528
politeness-criticism-or-feedback-100,59.71193637,80.11918532,0.1419064706
politeness-disagreement-012,47.96073752,65.23766293,0.3119285306
politeness-disagreement-035,53.23488596,69.00890803,0.2432844234
politeness-disagreement-047,52.32100082,81.20536371,0.1984935126
politeness-disagreement-048,50.59843081,68.02044548,0.2714959997
politeness-disagreement-075,61.70841928,85.4387377,0.1154805944
politeness-disagreement-086,72.25991164,81.62371325,0.05703130068
politeness-inquiry-sensitive-008,60.54381353,68.7170865,0.1867877317
politeness-inquiry-sensitive-009,48.76425979,64.47991277,0.3100512505
politeness-inquiry-sensitive-016,62.59498908,71.11839213,0.1582905708
politeness-inquiry-sensitive-092,68.74387085,76.18375588,0.09423162134
politeness-refusal-038,46.77132555,76.76508781,0.2607598075
politeness-refusal-058,54.32568129,69.04778143,0.2339828426
politeness-refusal-064,46.48757309,68.47088371,0.3043592651
politeness-refusal-069,50.74239072,81.20091676,0.2119230027
politeness-refusal-077,42.74456419,65.9748418,0.3525426317
politeness-refusal-080,56.04737094,83.56477392,0.1622461428
politeness-refusal-083,51.96640411,70.23519069,0.2469801223
politeness-refusal-090,61.15843062,78.06672369,0.1377271547
politeness-reminder-017,52.06070295,75.46841301,0.2204845075
politeness-reminder-018,48.18932477,61.05522388,0.3393370869
politeness-reminder-019,45.7371859,52.88996501,0.425581755
politeness-reminder-021,58.24401248,73.94107277,0.1767582388
politeness-reminder-079,48.85416336,72.3662638,0.2623510704
politeness-reminder-094,52.62273632,86.18078964,0.1864795977
politeness-request-001,47.62337526,61.18050515,0.3433256877
politeness-request-006,49.69026461,83.56320706,0.2155363254
politeness-request-025,65.38982035,81.01155292,0.09891684208
politeness-request-029,45.80512054,82.17295674,0.2522478526
politeness-request-031,48.33525284,75.29135994,0.2531937046
politeness-request-037,62.4036397,87.81758267,0.1080206149
politeness-request-053,69.2458578,85.50426933,0.06585711313
politeness-request-056,68.81335267,77.70078863,0.0879957204
politeness-request-061,52.05652274,73.56417723,0.2290689001
politeness-request-074,51.35706421,70.68831843,0.249661809
politeness-request-093,58.56213667,71.67373423,0.1854518763
politeness-request-097,51.87899006,62.39401003,0.2979092401
