scenario_id,cos_valence,capture_valence,cos_bend
politeness-apology-003,0.4054920922,0.1644238368,0.2068014077
politeness-apology-013,0.3878480996,0.1504261484,0.2977546681
politeness-apology-043,0.3025222751,0.09151972693,0.4653939172
politeness-apology-057,0.3717277311,0.138181506,0.3781548851
politeness-apology-065,0.3506687624,0.1229685809,0.4453862653
politeness-apology-067,0.2811257991,0.07903171493,0.3211689699
politeness-apology-081,0.5961582888,0.3554047053,0.4045782406
politeness-apology-098,0.4000653986,0.1600523232,0.0664310373
politeness-bad-news-delivery-020,0.3847359673,0.1480217645,0.2324585721
politeness-bad-news-delivery-028,0.3940411355,0.1552684165,0.6847200203
politeness-bad-news-delivery-066,0.6350589456,0.4032998644,0.4425480725
politeness-bad-news-delivery-073,0.317245904,0.1006449636,0.5948697676
politeness-complaint-030,0.4345635275,0.1888454594,0.7398877852
politeness-complaint-032,0.3707214594,0.1374344005,0.6595692077
politeness-complaint-040,0.543051237,0.294904646,0.514564577
politeness-complaint-049,0.4218346847,0.1779445012,0.5850359677
politeness-complaint-063,0.2235803231,0.04998816088,0.1186316714
politeness-complaint-072,0.4302007321,0.1850726699,0.6815116365
politeness-complaint-089,0.5122265216,0.2623760094,0.5813548457
politeness-correction-002,0.6299339144,0.3968167365,0.4961747931
politeness-correction-005,0.3242885892,0.1051630891,0.5559706834
politeness-correction-007,0.3269321827,0.1068846521,0.3233424206
politeness-correction-024,0.6146430751,0.3777861098,0.1532842126
politeness-correction-027,0.3877288068,0.1503336276,0.4111530289
politeness-correction-045,0.508334151,0.2584036091,0.5482735215
politeness-correction-051,0.1882772911,0.03544833836,0.4112996937
politeness-correction-076,0.267006413,0.07129242456,0.5477205975
politeness-correction-087,0.3029610775,0.09178541448,0.5303348807
politeness-criticism-or-feedback-023,0.06450555959,0.004160967218,0.2527540573
politeness-criticism-or-feedback-036,0.2335458603,0.05454366889,0.5674014169
politeness-criticism-or-feedback-041,0.3522244317,0.1240620503,0.180895663
politeness-criticism-or-feedback-050,0.2201961269,0.04848633431,0.5097482088
politeness-criticism-or-feedback-054,0.2997924114,0.08987548991,0.3090419628
politeness-criticism-or-feedback-071,0.354612211,0.1257498202,0.5391781397
politeness-criticism-or-feedback-099,0.4170688733,0.1739464451,0.4840099098
politeness-criticism-or-feedback-100,0.3428216422,0.1175266783,0.2983113666
politeness-disagreement-012,0.4132752735,0.1707964517,0.2877531546
politeness-disagreement-035,0.5943692639,0.3532748218,0.3585348855
politeness-disagreement-047,0.435098993,0.1893111337,0.2608209313
politeness-disagreement-048,0.4941827121,0.2442165529,0.536492337
politeness-disagreement-075,0.4058369642,0.1647036415,0.06713968846
politeness-disagreement-086,0.2155988445,0.04648286173,-0.2316457979
politeness-inquiry-sensitive-008,0.4676714995,0.2187166314,0.3964455543
politeness-inquiry-sensitive-009,0.5133188389,0.2634962304,0.3520107138
politeness-inquiry-sensitive-016,0.3113282922,0.09692530553,0.2798086129
politeness-inquiry-sensitive-092,0.1007899716,0.01015861837,-0.09098445612
politeness-refusal-038,0.514055996,0.264253567,0.4986701554
politeness-refusal-058,0.4286158821,0.1837115744,0.4435685428
politeness-refusal-064,0.6399079677,0.4094822071,0.3890244365
politeness-refusal-069,0.624397447,0.3898721718,0.1566057893
politeness-refusal-077,0.3735263826,0.1395219585,0.5932578201
politeness-refusal-080,0.5416764578,0.293413385,0.1502118344
politeness-refusal-083,0.4878042132,0.2379529504,0.4699484167
politeness-refusal-090,0.2796091023,0.07818125011,0.4012088501
politeness-reminder-017,0.2060620983,0.04246158836,0.5535732044
politeness-reminder-018,0.4997518514,0.249751913,0.6458631096
politeness-reminder-019,0.5968569261,0.3562381902,0.6905436671
politeness-reminder-021,0.3776209064,0.142597549,0.4690688286
politeness-reminder-079,0.318087985,0.1011799662,0.6479426257
politeness-reminder-094,0.1851894253,0.03429512323,0.560521377
politeness-request-001,0.4966207378,0.2466321572,0.4725757266
politeness-request-006,0.5943794564,0.3532869382,0.07063941913
politeness-request-025,0.2485568212,0.06178049338,-0.3205418587
politeness-request-029,0.6629816646,0.4395446876,-0.2273539725
politeness-request-031,0.612366307,0.3749924939,0.3553983998
politeness-request-037,0.3816121056,0.1456277991,0.0960458929
politeness-request-053,0.2944641229,0.0867091197,-0.04070589832
politeness-request-056,0.2323677665,0.05399477891,-0.1155581855
politeness-request-061,0.1783223103,0.03179884635,0.1097922239
politeness-request-074,0.3417728701,0.1168086947,0.5337301803
politeness-request-093,0.3085993094,0.09523353377,0.5192701122
politeness-request-097,0.3746280112,0.1403461468,0.4190143956
