metric,observed,null_mean_mean,null_mean_std,null_sd_mean,null_sd_std,null_min_mean,null_min_std,null_max_mean,null_max_std,p_value,n_sim,n_seeds
step_cosine,-0.5151077064,0.9011318859,0.0004152102027,0.02475435526,0.0007957679279,0.7751813427,0.021105031,0.9537183426,0.0006999126087,0.000999000999,1000,3
midpoint_residual,0.8235428705,0.1145448804,0.0002655387769,0.0147621295,0.0004898462451,0.07830180038,0.001193045142,0.1796588735,0.01152475319,0.000999000999,1000,3
