row,col,cosine_mean,cosine_std,n_seeds
MeanDiff,MeanDiff,1,0,3
MeanDiff,KMeans,0.5552486141,0,3
MeanDiff,LogReg,0.5517168433,0,3
MeanDiff,PCA,0.6461145481,4.011300702e-08,3
MeanDiff,Random,0.02527758194,0.01003977709,3
KMeans,MeanDiff,0.5552486141,0,3
KMeans,KMeans,1,0,3
KMeans,LogReg,0.1398341231,0,3
KMeans,PCA,0.9784016784,7.621898296e-09,3
KMeans,Random,0.01209895299,0.0267420063,3
LogReg,MeanDiff,0.5517168433,0,3
LogReg,KMeans,0.1398341231,0,3
LogReg,LogReg,1,0,3
LogReg,PCA,0.1845383133,7.871670725e-08,3
LogReg,Random,0.0194256444,0.04464821328,3
PCA,MeanDiff,0.6461145481,4.011300702e-08,3
PCA,KMeans,0.9784016784,7.621898296e-09,3
PCA,LogReg,0.1845383133,7.871670725e-08,3
PCA,PCA,1,0,3
PCA,Random,0.01434237058,0.01567645558,3
Random,MeanDiff,0.02527758194,0.01003977709,3
Random,KMeans,0.01209895299,0.0267420063,3
Random,LogReg,0.0194256444,0.04464821328,3
Random,PCA,0.01434237058,0.01567645558,3
Random,Random,1,0,3
