dim,e_v,e_m
0,-0.04813407834,0.03139307533
1,-0.007283863479,0.005711386042
2,0.01037391506,-0.001115428134
3,0.01914978688,0.002679964581
4,0.03007465176,-0.009425243282
5,0.01411014741,-0.004313035266
6,0.0065444501,0.001479834751
7,0.004475141076,0.002700227852
8,0.01341610373,-0.005479239048
9,-0.008565909883,-0.002766895959
10,0.03124349002,-0.007741725522
11,0.04353268242,-0.01113094088
12,-0.009258756952,0.001363549959
13,0.001691937901,-0.00144233936
14,0.00197695054,-0.0008009909815
15,0.007390219195,-0.0006149156428
16,-0.00141280933,0.001386677649
17,0.01522790609,-0.01226050299
18,-0.00347044325,0.003063654674
19,-0.003802332514,0.007086816686
20,0.00777549223,0.003371826426
21,0.002179235647,-0.001428306064
22,-0.01525699581,0.007495893914
23,-0.001724997041,-0.004792262059
24,-0.01617930246,-0.0001548029375
25,-0.001728374198,0.0006509628976
26,0.02427293597,-0.006451436429
27,0.03130571831,-0.01368661718
28,-0.04340745527,0.01260973761
29,-0.003922768203,-0.004789857916
30,0.01189670392,-0.003628385238
31,0.01491998406,-0.009258121684
32,-0.005604348626,-0.0007002513972
33,-0.0351720187,0.02028119554
34,-0.01645683907,0.002280256308
35,-0.006216297711,0.001366881148
36,-0.0001862026779,0.004277463857
37,0.005861839222,-0.004129498443
38,-0.01339509585,-0.0002842784188
39,0.0281647897,0.005668144171
40,-0.003473083405,0.002598063018
41,-0.0023331183,0.002156817165
42,-0.01547411335,0.0017751172
43,0.001630543926,0.0002653692964
44,0.0009621146875,-0.01960289231
45,-0.003984831905,-0.002462867248
46,-0.00879442259,0.003459505178
47,0.00462099372,0.003672297702
48,-0.01637150917,0.002307247338
49,0.02994963803,-0.009596631541
50,0.05458988936,-0.01588614529
51,0.005812280971,0.006508736411
52,-0.008619199528,0.0004303023905
53,-0.008161144155,0.00413987834
54,0.0154120355,-0.003028036616
55,0.02939134297,-0.006178906551
56,0.04061485703,-0.01723934024
57,0.03552173215,-0.004943513943
58,0.03454179328,-0.002513872909
59,-0.006628215376,0.005107611929
60,-0.0284494401,0.004462876411
61,0.02694286698,-0.002558778243
62,0.01779295501,-0.01595655499
63,-0.02034707229,0.004638878736
64,0.009441255292,-0.003971541958
65,-0.03963683009,0.01515127273
66,0.0002389498425,0.004886497031
67,-0.005822161739,0.01829811705
68,0.006807292453,-0.003731116181
69,-0.007385588293,0.003642767621
70,0.01150132067,-0.007396759301
71,0.0262125638,-0.0190382324
72,-0.001134080932,0.003588714824
73,0.04348432662,-0.009459740893
74,-0.004915844706,-0.001729286595
75,-0.03571767405,0.0002341827229
76,-0.02055462278,0.005983929442
77,-0.002801872285,-0.003414019266
78,-0.03569135132,0.006778253396
79,-0.0001366265343,-0.0004408579139
80,-0.002960776082,0.001243741103
81,0.0001226739607,0.0179499706
82,-0.003434759419,-0.0007579991193
83,-0.001102305174,-0.003249653953
84,0.01123407338,-0.00635678575
85,-0.0004794087796,-0.0006486155069
86,0.001936819591,0.006526774939
87,-0.008236183267,0.001305428979
88,-0.0001017436194,-0.001424040895
89,0.00151717633,0.001458124875
90,0.01270649739,0.0002713578303
91,0.0002191395672,-0.008788607029
92,0.001742223297,-0.005201621777
93,0.01896791011,0.0008569744448
94,0.001782505767,0.002521752401
95,0.02298595685,0.004992084143
96,0.002720000514,0.001094331159
97,0.02152991973,-0.002750930791
98,-0.00766773042,0.002981524925
99,-0.004553247545,0.00460136924
100,0.01422300925,-0.003089602238
101,-0.02317307138,-0.01232096935
102,0.02590437927,0.006540544195
103,0.0006110850862,0.003731181465
104,-0.05451981658,0.0203014793
105,-0.04119429768,0.006076642117
106,0.01861635803,-0.006197999436
107,-0.01198681658,0.001371138115
108,0.02663040896,-0.005108322336
109,-0.005701524789,0.004482100829
110,-0.01006481121,0.01152586771
111,0.01068846022,-0.005126269309
112,0.02227777329,-0.01004060593
113,0.01495447023,-0.009991030452
114,0.008549415909,-0.005317455186
115,-0.003981093521,0.00486999557
116,0.02001553052,-0.007760809637
117,0.008885669393,-0.003341392834
118,-0.03188448654,0.0009307019721
119,0.006261226916,-0.007786117342
120,-0.008639923859,0.0020697589
121,-0.01299861087,-0.01946994401
122,-0.01059810618,0.003955336371
123,-0.02304212335,0.0159491058
124,-0.005743012295,0.006920871489
125,0.0125408838,-0.004698244335
126,0.005616200696,6.609938219e-05
127,-0.01101607265,-0.01148132173
128,0.009510999029,-0.003627572746
129,-0.0001665474245,0.003564522956
130,-0.03223571587,0.01049113333
131,0.02509831496,-0.004313658199
132,0.009686461968,-0.00199690527
133,0.0007090019722,-0.002103670303
134,0.02403312171,-0.00762586804
135,-0.0009655470573,0.003913940775
136,-0.02890233036,0.02315272112
137,-0.0006543633098,0.002847930946
138,0.03031593462,-0.03804510169
139,0.002232172159,0.0005983798793
140,0.04313689446,-0.0208725668
141,-0.003579736009,0.005842692651
142,-0.03432842654,0.008188888797
143,-0.04580717753,0.02303236813
144,0.01894499754,-0.002734037274
145,-0.05379105487,0.00948070649
146,0.002528226299,-0.0004773689473
147,-0.05996406079,-0.1783063248
148,-0.0006174226728,-0.00528120777
149,-0.003165793138,0.004804579235
150,0.009539295703,-0.01653946537
151,-0.002643692302,0.002298244959
152,-0.02305156966,0.002013365683
153,-0.01221979158,0.0022162423
154,-0.02893299937,0.01156679323
155,-0.09076279035,0.01118578971
156,0.001482265221,-0.002389101931
157,0.0159648554,0.0009585909448
158,-0.008831478048,0.002824622344
159,0.009065393044,-0.001228223378
160,0.003824065284,-0.001783717707
161,0.03669497397,-0.01452032789
162,-0.01132087536,0.004078081617
163,0.02272546785,-0.008012891751
164,-0.01360197843,0.0009007405314
165,0.01329759039,0.0004019312293
166,0.01325683134,-0.001751048481
167,-0.01634838831,0.005925375063
168,-0.004749606088,0.002853807613
169,-0.002861725477,0.002982377745
170,-0.0009411167041,-0.001105636033
171,0.00492126529,-0.004764417859
172,-0.0004230764516,0.004060929916
173,-0.004145453714,0.001386831823
174,0.01543455411,-0.00354697554
175,-0.004898568784,-0.0002676854576
176,-0.006229841339,0.007742046193
177,0.0172253552,-0.004030057271
178,-0.01997058482,0.005605185339
179,0.001450415944,-0.001062692318
