method,raw_mean,raw_sd,centered_mean,centered_sd,paper_ref
MeanDiff,0.7569216556,0.03402751177,0.8476954211,0.03180343194,
KMeans,0.5247437793,0.01083026446,0.8067467356,0.0193884959,
LogReg,0.8428912822,0.03393891057,0.9503867948,0.02480136866,
PCA,0.5294053778,0.03087372973,0.7875750537,0.02495636732,
