metric,pooled_naive_mean,pooled_naive_std,within_scenario,n_seeds
spearman,0.08475187535,0,0.3983883755,3
kendall,0.06441057651,0,0.3036348255,3
probe_r2,0.8053726451,0.01674138441,0.9115600571,3
midpoint_residual,1.597166841,0,0.856662703,3
pc1_frac,0.8370340245,0,0.8370340245,3
