metric,observed,null_mean,null_sd,p_value
spearman,0.895441756,-0.01278189227,0.1141045641,0.009900990099
kendall,0.7635600205,-0.01014045596,0.0883199618,0.009900990099
probe_r2,0.9155305361,-0.457124863,0.173213335,0.009900990099
monotone_fraction,0.8888888889,0.3161111111,0.06665614395,0.009900990099
midpoint_residual_median,0.7271230984,0.8521934443,0.0256277416,0.009900990099
pc1_frac_centroids,0.7147334349,0.619310498,0.07140809014,0.1089108911
