metric,observed,null_mean,null_sd,p_value
spearman,0.3838386973,-0.002707149495,0.1180064604,0.009900990099
kendall,0.29447842,-0.002170173346,0.09103779548,0.009900990099
probe_r2,0.8973644549,-0.5834407352,0.202793162,0.009900990099
monotone_fraction,0.3472222222,0.2008333333,0.04198902611,0.0198019802
midpoint_residual_median,0.7857221917,0.8123890871,0.08754241082,0.4554455446
pc1_frac_centroids,0.8718791718,0.8891481149,0.09382876273,0.7128712871
