metric,observed,null_mean,null_sd,null_min,null_max,p_value,n_sim
step_cosine,-0.28896283,0.9459974143,0.009812056461,0.894089326,0.9700553128,0.000999000999,1000
midpoint_residual,0.6608865138,0.08372019937,0.007794447649,0.06169052736,0.118236698,0.000999000999,1000
