metric,observed,null_mean,null_sd,p_value
spearman,0.895441756,-0.005595260612,0.123835827,0.009900990099
kendall,0.7635600205,-0.004426648444,0.09587835282,0.009900990099
probe_r2,0.9155305361,-0.4091745033,0.1697951861,0.009900990099
monotone_fraction,0.8888888889,0.3101388889,0.07706642695,0.009900990099
midpoint_residual_median,0.7271230984,0.8524039531,0.02572788053,0.009900990099
pc1_frac_centroids,0.7147334349,0.619360946,0.05558027805,0.0495049505
