metric,point,mean,sd,ci_lo,ci_hi
midpoint_residual,0.8257434857,0.8164914934,0.0490566405,0.7258951533,0.9144816344
valence_offset,0.4241616896,0.3998670438,0.06447129926,0.2618368328,0.515144495
markedness,0.7084766512,0.7079341503,0.06202216427,0.5893216805,0.8344232875
markedness_ratio,1.416953302,1.415868301,0.1240443285,1.178643361,1.668846575
apex_angle_deg,58.63558237,59.63929958,3.28766084,53.80323326,66.40906341
effective_vertices,6.139616688,6.054469065,0.3309872526,5.420946806,6.691047807
step_cosine,-0.5204794512,-0.5046198309,0.04970462095,-0.5905601249,-0.4002040714
