draw,midpoint_residual,valence_offset,markedness,markedness_ratio,apex_angle_deg,effective_vertices,step_cosine
0,0.8182783563,0.3321774674,0.747821903,1.495643806,60.7045807,5.930359717,-0.4893127298
1,0.7798957521,0.3722427395,0.6853267302,1.37065346,62.40280843,5.768971126,-0.4632525961
2,0.8859761746,0.3062988261,0.8313451817,1.662690363,57.23953987,6.289358733,-0.5411280055
3,0.8166538768,0.3325973286,0.7458569377,1.491713875,60.79542265,5.921498434,-0.4879293952
4,0.8028218556,0.4121989033,0.6889230697,1.377846139,60.20169284,5.979898289,-0.4969483222
5,0.806020197,0.2990095662,0.7485064043,1.497012809,61.89979994,5.815850784,-0.4710149614
6,0.8729437838,0.2792567711,0.8270710402,1.65414208,58.23879252,6.181446841,-0.5263802489
7,0.8584405756,0.4122228024,0.7529890988,1.505978198,57.11128073,6.303483225,-0.5430091302
8,0.8551120482,0.41677684,0.7466683873,1.493336775,57.19882482,6.293835601,-0.5417254509
9,0.8695317188,0.4817875112,0.7238550989,1.447710198,55.04056578,6.540630441,-0.5729963277
10,0.6998347099,0.3617517203,0.5990862326,1.198172465,68.18753289,5.27955749,-0.371569858
11,0.8074073984,0.3587693201,0.7233196264,1.446639253,60.94161472,5.907293426,-0.4857006193
12,0.8015450695,0.4757117978,0.645114551,1.290229102,58.68452412,6.134496366,-0.5197498865
13,0.7486383961,0.4631013658,0.5882147339,1.176429468,62.17492975,5.790115106,-0.4667736515
14,0.8875098687,0.3547244543,0.8135381543,1.627076309,56.53897031,6.367289641,-0.5513696817
15,0.7032032838,0.2966662692,0.6375609642,1.275121928,69.01894673,5.215959053,-0.358059211
16,0.8859430763,0.4359104074,0.7712828606,1.542565721,55.25816662,6.514874127,-0.5698796439
17,0.7568253303,0.4385397779,0.6168204307,1.233640861,62.37675896,5.771380335,-0.4636554701
18,0.8210646752,0.3379104324,0.7483072501,1.4966145,60.45505004,5.954837516,-0.4931062242
19,0.8220748169,0.3610172286,0.7385618222,1.477123644,60.03503059,5.996498985,-0.4994704195
20,0.8475244525,0.4267851542,0.7322240981,1.464448196,57.39884206,6.271903527,-0.5387878107
21,0.8295361206,0.4588161847,0.6910990407,1.382198081,57.62687665,6.247085057,-0.5354306736
22,0.7299969492,0.3669056606,0.631090946,1.262181892,65.8550093,5.466554539,-0.4090471246
23,0.9035049626,0.4450545455,0.7862872688,1.572574538,54.23678526,6.637561542,-0.5844368322
24,0.8419539542,0.4439230777,0.7154150978,1.430830196,57.32279708,6.280223896,-0.5399054539
25,0.7522499345,0.353039641,0.6642612256,1.328522451,64.56724147,5.575582785,-0.42945154
26,0.80074138,0.2651834455,0.7555557544,1.511111509,62.62727172,5.748294474,-0.4597771491
27,0.7525133072,0.3905320891,0.6432425398,1.28648508,63.8170905,5.641122106,-0.4412381939
28,0.8259475801,0.4884499396,0.6660375826,1.332075165,57.02060498,6.313507198,-0.5443373931
