metric,point,mean,sd,ci_lo,ci_hi
midpoint_residual,0.6608865175,0.6653288369,0.02953483981,0.6073638771,0.7228521293
valence_offset,0.2321350814,0.2247185852,0.03441658822,0.1574622271,0.2918364295
markedness,0.6187764483,0.6252620696,0.02999623554,0.5689936761,0.6860681611
markedness_ratio,1.237552897,1.250524139,0.05999247107,1.137987352,1.372136322
apex_angle_deg,73.20412727,72.94540571,2.602632154,68.10201777,78.2903047
effective_vertices,4.917755507,4.941459616,0.1758135484,4.598270523,5.286186997
step_cosine,-0.2889628362,-0.2929832714,0.04343950544,-0.3729551065,-0.2029529914
