frac_valence_1d,frac_plane_2d,neutral_markedness_sign_frac,markedness_r_half_mean,markedness_r_half_std,markedness_R_full_mean,markedness_R_full_std,shared_bend_r2_cv_mean,shared_bend_r2_cv_std,shared_bend_frac_scenarios_improved,n_seeds
0.09315529817,0.8186182675,0.7222222222,0.9688190828,0.003187356372,0.9841608549,0.001644219375,0.1860687269,0.00925790963,0.6111111111,3
