metric,pooled_naive_mean,pooled_naive_std,within_scenario,n_seeds
spearman,0.1094863282,0,0.3047248222,3
kendall,0.08472306223,1.699674944e-17,0.2314360421,3
probe_r2,0.7657796201,0.02260689817,0.8945706096,3
midpoint_residual,2.042084778,0,0.7925355748,3
pc1_frac,0.8718123397,0,0.8718123397,3
