metric,point,mean_mean,mean_std,sd_mean,sd_std,ci_lo_mean,ci_lo_std,ci_hi_mean,ci_hi_std,n_seeds
midpoint_residual,0.8249266614,0.8167326547,0.0009008917316,0.04870966897,0.000296097976,0.7247083853,0.001366794555,0.9150495452,0.001354736248,3
valence_offset,0.4242608179,0.39801209,0.001680052019,0.06633281687,0.001811047074,0.2575208345,0.006460692419,0.5147995846,0.001181413496,3
markedness,0.7074650204,0.7091234266,0.00186558962,0.06125096853,0.0009336389677,0.5917964916,0.003665566432,0.8309184255,0.002429156775,3
markedness_ratio,1.414930041,1.418246853,0.00373117935,0.122501937,0.001867277914,1.183592983,0.007331132966,1.661836851,0.004858313864,3
apex_angle_deg,58.67880575,59.65405531,0.02593824138,3.302583767,0.02424634986,53.68054963,0.1526024004,66.49447013,0.08096982755,3
effective_vertices,6.135094186,6.053165387,0.002825507371,0.3329511651,0.003118297619,5.413989452,0.00658866763,6.706375813,0.01903392112,3
step_cosine,-0.5198351487,-0.5043893287,0.0003830916719,0.04990755885,0.0003440440253,-0.5922853336,0.002147182044,-0.3988373081,0.001296119451,3
