draw,midpoint_residual,valence_offset,markedness,markedness_ratio,apex_angle_deg,effective_vertices,step_cosine
0,0.6107854964,0.3234203971,0.5181294909,1.036258982,76.63944989,4.697319729,-0.2310780629
1,0.6389654325,0.2548935826,0.5859232761,1.171846552,74.88335795,4.807476719,-0.2607849274
2,0.5894383106,0.3150883951,0.4981534155,0.9963068309,78.93281904,4.560840527,-0.1919598502
3,0.647770653,0.3031318764,0.572466492,1.144932984,73.49682392,4.898170843,-0.2840684946
4,0.6552207919,0.3397681415,0.5602427119,1.120485424,72.25193136,4.98256577,-0.304832195
5,0.5792953428,0.2859667627,0.5037917276,1.007583455,80.35875264,4.479910254,-0.1674785241
6,0.5767722504,0.2515206091,0.5190410504,1.038082101,80.95066457,4.447153114,-0.1572848715
7,0.6686990148,0.2399821834,0.6241529652,1.24830593,72.46963738,4.967597646,-0.3012111583
8,0.6118656946,0.2913001459,0.5380742079,1.076148416,76.98428996,4.67627876,-0.2252182104
9,0.6619484021,0.3013181212,0.5893921248,1.17878425,72.29323632,4.979718966,-0.304145519
10,0.6177879261,0.2542174365,0.5630589815,1.126117963,76.83881555,4.685132083,-0.2276912577
11,0.6185250693,0.3072224341,0.5368311069,1.073662214,76.12806316,4.728873756,-0.2397525621
12,0.6235431995,0.3166412972,0.5371632997,1.074326599,75.51137329,4.767493747,-0.2501878206
13,0.6629294059,0.2189268888,0.6257366975,1.251473395,73.15349258,4.921159432,-0.2898087652
14,0.6026531823,0.2983957454,0.5235941532,1.047188306,77.80148499,4.627161037,-0.2112994637
15,0.5964415932,0.23744633,0.5471396663,1.094279333,79.06162649,4.553409992,-0.1897530616
16,0.615613487,0.2518418897,0.5617433827,1.123486765,77.06864722,4.671160231,-0.2237834808
17,0.6140860087,0.3366899707,0.5135576791,1.027115358,76.09905917,4.730676094,-0.2402439822
18,0.6326416347,0.2773723869,0.5685947563,1.137189513,75.19941383,4.787271358,-0.2554556491
19,0.6606884186,0.2366751799,0.6168419941,1.233683988,73.17671165,4.919597941,-0.2894208836
20,0.65716543,0.2761094093,0.5963472113,1.192694423,73.04000794,4.928805598,-0.2917038743
21,0.627176502,0.3097714688,0.5453365949,1.09067319,75.27208777,4.782649328,-0.254229129
22,0.6481259796,0.2553512461,0.5957038078,1.191407616,74.06650288,4.860496797,-0.2745214396
23,0.5825847988,0.2880844923,0.5063717735,1.012743547,79.98704687,4.500728731,-0.1738708134
24,0.5940593704,0.2659612024,0.5311978674,1.062395735,79.03616012,4.554877153,-0.1901894396
25,0.5521906983,0.249046985,0.492838885,0.98567777,83.64204431,4.30405549,-0.1107396638
26,0.6191746639,0.2932233097,0.5453415032,1.090683006,76.25663708,4.720900551,-0.2375733716
27,0.644789173,0.2570977859,0.5913153186,1.182630637,74.34115144,4.842540007,-0.2699089439
28,0.617519526,0.2998924278,0.5398100562,1.079620112,76.32616594,4.716600075,-0.2363944325
29,0.6245127977,0.2255000066,0.5823795854,1.164759171,76.48146555,4.707022772,-0.2337599008
30,0.6425098226,0.292083988,0.5722812386,1.144562477,74.11849722,4.857087145,-0.2736487184
31,0.6129600868,0.2724106813,0.5491015286,1.098203057,77.10406203,4.669014712,-0.223181009
32,0.6225339984,0.3214335892,0.5331313411,1.066262682,75.53310181,4.766122288,-0.249820629
33,0.60295606,0.3190248587,0.511643577,1.023287154,77.48640658,4.64597619,-0.216671234
34,0.5646694746,0.2559059464,0.5033525228,1.006705046,82.21107327,4.378972147,-0.135524093
35,0.6201079678,0.3262203638,0.527365306,1.054730612,75.68876228,4.756320346,-0.2471890661
36,0.5521822289,0.2647469891,0.4845763569,0.9691527139,83.53563687,4.309537983,-0.1125852094
37,0.628533486,0.3369539213,0.5305811888,1.061162378,74.70966998,4.818653329,-0.2637102549
38,0.6649966723,0.3309951956,0.5767692386,1.153538477,71.56825541,5.030163135,-0.3161747109
39,0.6599860081,0.3412258746,0.5649304677,1.129860935,71.81447677,5.012916841,-0.3120948817
40,0.5880674082,0.2996107032,0.5060204573,1.012040915,79.27707425,4.541035393,-0.1860597732
41,0.6496602028,0.2590988848,0.5957567851,1.19151357,73.89094347,4.872044977,-0.2774665165
42,0.6281729436,0.2433630518,0.5791162854,1.158232571,75.98031616,4.738069256,-0.2422552244
43,0.6628209718,0.3085626451,0.5866180484,1.173236097,72.1124562,4.99220272,-0.3071497323
44,0.6910917027,0.3201143276,0.6124822926,1.224964585,69.61416771,5.171361115,-0.3483402719
45,0.6099099215,0.2345833314,0.5629926936,1.125985387,77.77406447,4.628792419,-0.2117672122
46,0.5697853716,0.26303698,0.5054373521,1.010874704,81.59790601,4.411877922,-0.1461191834
47,0.6552715907,0.3341633389,0.563662772,1.127325544,72.34677331,4.976033948,-0.3032552562
48,0.6151581999,0.3216064489,0.5243938434,1.048787687,76.23956238,4.721957849,-0.2378628386
49,0.5909461305,0.2655232291,0.5279344126,1.055868825,79.35627201,4.536503428,-0.1847014707
50,0.6617243326,0.3067827425,0.5863134327,1.172626865,72.23239056,4.983913688,-0.3051569965
51,0.5946128862,0.2110654017,0.5558919685,1.111783937,79.44659862,4.531345662,-0.1831518691
52,0.6775981589,0.2478252504,0.6306519724,1.261303945,71.65324545,5.024196709,-0.3147671023
53,0.5707795524,0.236878646,0.519305117,1.038610234,81.69666464,4.406544644,-0.144413804
54,0.6143088777,0.2853428799,0.5440173141,1.088034628,76.8222349,4.686143282,-0.227973034
55,0.6236582144,0.3027054298,0.5452696499,1.0905393,75.70374178,4.755379213,-0.2469357293
56,0.6006304018,0.2643686511,0.539320031,1.078640062,78.39486466,4.592137528,-0.2011657182
57,0.6060504115,0.2430680606,0.5551711621,1.110342324,78.06994486,4.611249574,-0.2067174449
58,0.6031021561,0.2238367724,0.560026169,1.120052338,78.52027884,4.584802873,-0.1990210947
59,0.6514837229,0.3204033951,0.5672501262,1.134500252,72.90718687,4.937784812,-0.2939204335
60,0.6088127347,0.3076618824,0.5253542729,1.050708546,77.06573002,4.671337051,-0.2238331042
61,0.6589703031,0.3275279194,0.5718105651,1.14362113,72.14065125,4.990251595,-0.306681386
62,0.5888975783,0.2287077013,0.5426722261,1.085344452,79.88611273,4.506415292,-0.1756053434
63,0.6782399786,0.1717806176,0.6561256648,1.31225133,72.25142676,4.982600568,-0.3048405827
64,0.6019435843,0.2772197195,0.5343082498,1.0686165,78.12673172,4.607897861,-0.2057476332
65,0.6438277543,0.2780741216,0.5806797397,1.161359479,74.18187919,4.852937185,-0.272584552
66,0.5940015075,0.2077772746,0.5564767695,1.112953539,79.5297742,4.52660659,-0.1817245448
67,0.6376577285,0.3096114158,0.5574478899,1.11489578,74.30801673,4.844699346,-0.2704657452
68,0.6191336655,0.2982765604,0.5425473152,1.08509463,76.19361669,4.724805248,-0.2386416499
69,0.6384172062,0.3124514984,0.5567320633,1.113464127,74.19645215,4.851984018,-0.2723398286
70,0.595559857,0.2825495225,0.5242683574,1.048536715,78.70710559,4.573919944,-0.1958245309
71,0.6045027903,0.3077621168,0.5202942465,1.040588493,77.49190067,4.645646795,-0.216577621
72,0.5946555376,0.2666800964,0.531504407,1.063008814,78.96871451,4.558767383,-0.1913449695
73,0.6278103039,0.3152808699,0.5429030768,1.085806154,75.13051416,4.791661604,-0.2566180914
74,0.6291349204,0.2562454157,0.5745859683,1.149171937,75.76081975,4.751796525,-0.2459702588
75,0.6467644172,0.2490132736,0.5969058561,1.193811712,74.25361455,4.848248832,-0.2713797321
76,0.6134326583,0.2415184023,0.5638869457,1.127773891,77.37523222,4.652651626,-0.2185650897
77,0.6419683631,0.3330858113,0.5487961566,1.097592313,73.54199586,4.895162224,-0.2833124861
78,0.6734609561,0.2782472374,0.6132928617,1.226585723,71.63918311,5.025182929,-0.3150000513
79,0.6090429204,0.25602419,0.5526164067,1.105232813,77.65611987,4.635822658,-0.2137785968
80,0.6191700747,0.1879379552,0.5899583937,1.179916787,77.2613064,4.659512203,-0.2205049627
