row,positive-neutral_mean,positive-neutral_std,neutral-negative_mean,neutral-negative_std,positive-negative_mean,positive-negative_std,n_seeds
positive-neutral,1,0,-0.2308419448,0.0002651808659,0.4188692543,0.000539342671,3
neutral-negative,-0.2308419448,0.0002651808659,1,0,0.8819816778,0.0003238932565,3
positive-negative,0.4188692543,0.000539342671,0.8819816778,0.0003238932565,1,0,3
