row,positive-neutral_mean,positive-neutral_std,neutral-negative_mean,neutral-negative_std,positive-negative_mean,positive-negative_std,n_seeds
positive-neutral,1,0,-0.2530501596,0.0002309338286,0.3934880312,0.0003747151032,3
neutral-negative,-0.2530501596,0.0002309338286,1,0,0.8814867823,0.0002783497367,3
positive-negative,0.3934880312,0.0003747151032,0.8814867823,0.0002783497367,1,0,3
