row,positive-neutral_mean,positive-neutral_std,neutral-negative_mean,neutral-negative_std,positive-negative_mean,positive-negative_std,n_seeds
positive-neutral,1,0,-0.2288106913,0.0001873248391,0.4518358534,0.0003895323721,3
neutral-negative,-0.2288106913,0.0001873248391,1,0,0.8806552848,0.0003064966317,3
positive-negative,0.4518358534,0.0003895323721,0.8806552848,0.0003064966317,1,0,3
