frac_valence_1d,frac_plane_2d,neutral_markedness_sign_frac,markedness_r_half_mean,markedness_r_half_std,markedness_R_full_mean,markedness_R_full_std,shared_bend_r2_cv_mean,shared_bend_r2_cv_std,shared_bend_frac_scenarios_improved_mean,shared_bend_frac_scenarios_improved_std,n_seeds
0.1385812257,0.2062181283,0.9583333333,0.8004047138,0.0009291496976,0.8891384588,0.000573437392,0.1102405885,0.0007003354371,0.8425925926,0.008018753745,3
