row,MeanDiff,KMeans,LogReg,PCA,Random
MeanDiff,1,0.9721120066,0.6588391131,0.9540689217,0.01749075308
KMeans,0.9721120066,1,0.5353646252,0.9913800499,0.02014885958
LogReg,0.6588391131,0.5353646252,1,0.4841518052,0.002052628335
PCA,0.9540689217,0.9913800499,0.4841518052,1,0.02232710344
Random,0.01749075308,0.02014885958,0.002052628335,0.02232710344,1
