row,MeanDiff,KMeans,LogReg,PCA,Random
MeanDiff,1,0.8229282567,0.4948595263,0.8307531384,0.02247806873
KMeans,0.8229282567,1,0.1382355773,0.9958497236,0.02438189648
LogReg,0.4948595263,0.1382355773,1,0.1516612978,-0.02792583497
PCA,0.8307531384,0.9958497236,0.1516612978,1,0.02276989957
Random,0.02247806873,0.02438189648,-0.02792583497,0.02276989957,1
