row,MeanDiff,KMeans,LogReg,PCA,Random
MeanDiff,1,0.9957601522,0.7866617735,0.9663124653,0.02873648856
KMeans,0.9957601522,1,0.7488940161,0.9807367791,0.02955258872
LogReg,0.7866617735,0.7488940161,1,0.6690885081,0.003840381902
PCA,0.9663124653,0.9807367791,0.6690885081,1,0.02926946208
Random,0.02873648856,0.02955258872,0.003840381902,0.02926946208,1
