metric,observed,null_mean_mean,null_mean_std,null_sd_mean,null_sd_std,null_min_mean,null_min_std,null_max_mean,null_max_std,p_value,n_sim,n_seeds
step_cosine,-0.2891483096,0.9461567695,0.0001687159396,0.009640335398,0.0001801751468,0.8959113244,0.00259477218,0.969847689,0.001176601204,0.000999000999,1000,3
midpoint_residual,0.6610418716,0.08362703342,0.0001014352111,0.007681167381,0.00011146157,0.06224182901,0.0009084640257,0.1177079319,0.001705860043,0.000999000999,1000,3
