row,positive-neutral_mean,positive-neutral_std,neutral-negative_mean,neutral-negative_std,positive-negative_mean,positive-negative_std,n_seeds
positive-neutral,1,0,-0.2196183377,0.0001125360943,0.5243105402,0.0002964271562,3
neutral-negative,-0.2196183377,0.0001125360943,1,0,0.8146403765,0.0001234053969,3
positive-negative,0.5243105402,0.0002964271562,0.8146403765,0.0001234053969,1,0,3
