row,positive-neutral_mean,positive-neutral_std,neutral-negative_mean,neutral-negative_std,positive-negative_mean,positive-negative_std,n_seeds
positive-neutral,1,0,-0.7812102746,7.554487596e-05,-0.03005397849,2.559076778e-05,3
neutral-negative,-0.7812102746,7.554487596e-05,1,0,0.7153975735,0.0004584714484,3
positive-negative,-0.03005397849,2.559076778e-05,0.7153975735,0.0004584714484,1,0,3
