step,r_half_mean,r_half_std,R_full_mean,R_full_std,n_seeds
positive-neutral,0.7887173033,0.001899448973,0.8818794895,0.001188064199,3
neutral-negative,0.8988470295,0.0001275183469,0.9467292652,7.07342035e-05,3
positive-negative,0.8793346372,0.001109257835,0.9357933254,0.0006283142898,3
