step,r_half_mean,r_half_std,R_full_mean,R_full_std,n_seeds
positive-neutral,0.8048945942,0.002313224415,0.8919008359,0.001420759127,3
neutral-negative,0.9064836492,0.0001083976546,0.9509482522,5.96455912e-05,3
positive-negative,0.8834364238,0.0009481440133,0.9381110439,0.000534703843,3
