step,r_half_mean,r_half_std,R_full_mean,R_full_std,n_seeds
positive-neutral,0.6728101618,0.001757832899,0.804406191,0.001257118785,3
neutral-negative,0.8449553376,0.0004755775263,0.9159628703,0.0002794326248,3
positive-negative,0.8411615474,0.0006476561757,0.9137291251,0.0003820862454,3
