metric,observed,null_mean_mean,null_mean_std,null_sd_mean,null_sd_std,p_value_mean,p_value_std,n_seeds
spearman,0.3983883755,0.003636510187,0.009356470406,0.1004501615,0.003325277334,0.009900990099,0,3
kendall,0.3036348255,0.002815682393,0.007280182432,0.07743677163,0.002335685145,0.009900990099,0,3
probe_r2,0.9115600571,-0.4263357743,0.01950765696,0.1730354889,0.007872930968,0.009900990099,0,3
monotone_fraction,0.25,0.1949074074,0.002394910579,0.04362325638,0.005203075931,0.1320132013,0.04464603717,3
midpoint_residual_median,0.856662703,0.8490949604,0.008856826021,0.08620458121,0.003885521458,0.5511551155,0.06954226896,3
pc1_frac_centroids,0.8370340245,0.9175315988,0.01264609874,0.08759184609,0.01601750348,0.8646864686,0.05453040146,3
