row,positive-neutral_mean,positive-neutral_std,neutral-negative_mean,neutral-negative_std,positive-negative_mean,positive-negative_std,n_seeds
positive-neutral,1,0,-0.3067061249,5.851219829e-05,0.4218626155,0.0001273041344,3
neutral-negative,-0.3067061249,5.851219829e-05,1,0,0.7981863002,0.0002590503556,3
positive-negative,0.4218626155,0.0001273041344,0.7981863002,0.0002590503556,1,0,3
