scenario_id,midpoint_residual,pc1_frac
politeness-apology-003,0.6340861059,0.6857599177
politeness-apology-013,0.6267622583,0.7856458598
politeness-apology-043,0.7352220562,0.8390927256
politeness-apology-057,0.6386305559,0.650415877
politeness-apology-065,0.6591227284,0.728771741
politeness-apology-067,0.8201210982,0.6451953602
politeness-apology-081,1.011388582,0.8464555174
politeness-apology-098,0.8044943685,0.7069749028
politeness-bad-news-delivery-020,1.057376395,0.6190731628
politeness-bad-news-delivery-028,0.92116241,0.7188321947
politeness-bad-news-delivery-066,1.099870883,0.8684460445
politeness-bad-news-delivery-073,0.9378591006,0.753497255
politeness-complaint-030,1.674731099,0.8796036718
politeness-complaint-032,1.32695525,0.7196649364
politeness-complaint-040,0.8638042796,0.5940927005
politeness-complaint-049,0.8473122502,0.6070335528
politeness-complaint-063,0.5273831366,0.7352716194
politeness-complaint-072,0.7951140925,0.8337809017
politeness-complaint-089,0.8504876827,0.5779236225
politeness-correction-002,0.9961515829,0.6656500854
politeness-correction-005,0.9777803996,0.5700976723
politeness-correction-007,1.148677833,0.8604719625
politeness-correction-024,0.5162829073,0.7519884183
politeness-correction-027,0.6363122217,0.6837281649
politeness-correction-045,1.286649232,0.7347486996
politeness-correction-051,1.293112961,0.6913594255
politeness-correction-076,1.035823831,0.5892593256
politeness-correction-087,0.5659432976,0.7461390006
politeness-criticism-or-feedback-023,1.334251868,0.7151932201
politeness-criticism-or-feedback-036,0.4452538707,0.8752483262
politeness-criticism-or-feedback-041,0.9268554575,0.6064102928
politeness-criticism-or-feedback-050,0.9881507533,0.9165260751
politeness-criticism-or-feedback-054,1.537973727,0.8256526413
politeness-criticism-or-feedback-071,0.8183603062,0.6881642211
politeness-criticism-or-feedback-099,0.6758259245,0.6907452458
politeness-criticism-or-feedback-100,0.8540063134,0.7265442371
politeness-disagreement-012,0.5368819306,0.7480681373
politeness-disagreement-035,0.7916700218,0.7717278821
politeness-disagreement-047,0.6279108804,0.6682974122
politeness-disagreement-048,0.8920801243,0.6290015551
politeness-disagreement-075,0.4932159714,0.7623862754
politeness-disagreement-086,0.5303853253,0.7598146999
politeness-inquiry-sensitive-008,0.6122138902,0.8731363448
politeness-inquiry-sensitive-009,0.7825402413,0.5555233343
politeness-inquiry-sensitive-016,0.6772634785,0.7758141064
politeness-inquiry-sensitive-092,0.5449384192,0.7172197562
politeness-refusal-038,1.235284138,0.6704863422
politeness-refusal-058,1.173569836,0.7468691
politeness-refusal-064,1.228315257,0.6966755985
politeness-refusal-069,0.8559332154,0.5669108738
politeness-refusal-077,0.9468419104,0.5716883856
politeness-refusal-080,0.9917227992,0.5698582825
politeness-refusal-083,0.8954514494,0.5640284304
politeness-refusal-090,1.02354605,0.6917833487
politeness-reminder-017,0.5653677474,0.7012964522
politeness-reminder-018,1.32999419,0.7330591126
politeness-reminder-019,1.303840855,0.7410348291
politeness-reminder-021,1.444870597,0.7449415273
politeness-reminder-079,0.6374939464,0.6589286933
politeness-reminder-094,1.680436083,0.9024683616
politeness-request-001,0.76868556,0.6089450871
politeness-request-006,1.060160368,0.7679850959
politeness-request-025,1.337849959,0.9460123692
politeness-request-029,0.6587247066,0.633591524
politeness-request-031,0.5884931745,0.7431155877
politeness-request-037,0.4650703832,0.7763013177
politeness-request-053,1.575622599,0.8579380784
politeness-request-056,1.021121581,0.6980893253
politeness-request-061,0.6522489651,0.6588078583
politeness-request-074,0.5082183866,0.7458598883
politeness-request-093,0.9020011256,0.6697430161
politeness-request-097,1.687686812,0.8480862942
