method,raw_mean,raw_sd,centered_mean,centered_sd,paper_ref
MeanDiff,0.6881452152,0.04729113862,0.7873586035,0.04581117314,
KMeans,0.626809559,0.04712346925,0.704179073,0.02648978899,
LogReg,0.8182527364,0.0335800082,0.91036339,0.03112848216,
PCA,0.6278935698,0.02847787041,0.7040203428,0.04436218633,
