metric,observed,null_mean_mean,null_mean_std,null_sd_mean,null_sd_std,p_value_mean,p_value_std,n_seeds
spearman,0.8234208491,-0.01437538515,0.004340472928,0.1221823651,0.01083071192,0.009900990099,0,3
kendall,0.6802051568,-0.01122449017,0.003339161301,0.09417793022,0.008535824645,0.009900990099,0,3
probe_r2,0.8799823655,-0.4413383971,0.005483809054,0.1665297149,0.007533792733,0.009900990099,0,3
monotone_fraction,0.7083333333,0.3231944444,0.003849001814,0.0593305516,0.005758175208,0.009900990099,0,3
midpoint_residual_median,0.7314980455,0.8246256772,0.0007096778396,0.03115255909,0.001918203672,0.009900990099,0,3
pc1_frac_centroids,0.7445798509,0.6139891582,0.005279980489,0.06184586807,0.002372449536,0.04290429043,0.01512401219,3
