method,raw_mean,raw_sd,centered_mean,centered_sd,paper_ref
MeanDiff,0.8805194805,0.01832618934,0.9531385281,0.02333650558,
KMeans,0.7633116883,0.0212065988,0.9507575758,0.02505124898,
LogReg,0.9294372294,0.0307721115,0.9673160173,0.02122592095,
PCA,0.762987013,0.01407758662,0.9411255411,0.0227720647,
