metric,observed,null_mean_mean,null_mean_std,null_sd_mean,null_sd_std,null_min_mean,null_min_std,null_max_mean,null_max_std,p_value,n_sim,n_seeds
step_cosine,-0.28896283,0.946186439,0.0001696163829,0.009634516847,0.0001762677398,0.896102183,0.002654652628,0.9698570004,0.001172287805,0.000999000999,1000,3
midpoint_residual,0.6608865138,0.08360317328,0.0001021080577,0.007677746201,0.0001081205494,0.0622338741,0.0009035263782,0.1175869647,0.001702585323,0.000999000999,1000,3
