row,MeanDiff_mean,MeanDiff_std,KMeans_mean,KMeans_std,LogReg_mean,LogReg_std,PCA_mean,PCA_std,Random_mean,Random_std,n_seeds
MeanDiff,1,0,0.04199894179,0,0.6471154898,0,0.07450375009,4.534322919e-08,0.04231949264,0.004102656805,3
KMeans,0.04199894179,0,1,0,-0.002923745195,5.311484201e-19,0.9932532613,1.011599349e-09,0.01609819186,0.01720681347,3
LogReg,0.6471154898,0,-0.002923745195,5.311484201e-19,1,0,0.01929399214,8.484891808e-08,0.006591702392,0.0007992221529,3
PCA,0.07450375009,4.534322919e-08,0.9932532613,1.011599349e-09,0.01929399214,8.484891808e-08,1,0,0.01659078725,0.015366939,3
Random,0.04231949264,0.004102656805,0.01609819186,0.01720681347,0.006591702392,0.0007992221529,0.01659078725,0.015366939,1,0,3
