metric,observed,null_mean_mean,null_mean_std,null_sd_mean,null_sd_std,null_min_mean,null_min_std,null_max_mean,null_max_std,p_value,n_sim,n_seeds
step_cosine,-0.8996177519,0.6178432379,0.01722923616,0.3728392839,0.01133491206,-0.6964901303,0.03116749241,0.9873790357,0.0005380840615,0.000999000999,1000,3
midpoint_residual,2.03215351,0.2509894645,0.007634732985,0.169507286,0.005468638249,0.04311230912,0.001218240593,1.135997434,0.1401986181,0.000999000999,1000,3
