metric,point,mean_mean,mean_std,sd_mean,sd_std,ci_lo_mean,ci_lo_std,ci_hi_mean,ci_hi_std,n_seeds
midpoint_residual,0.8015803829,0.7950396308,0.0007600810225,0.0463413194,0.0002387301523,0.7071597197,0.000753255164,0.8869780164,0.00157967948,3
valence_offset,0.3999164567,0.3739471616,0.001967310825,0.06606872456,0.001521639017,0.2347675164,0.007365163332,0.4900708228,0.0003074305996,3
markedness,0.6946926932,0.6976713735,0.001815772086,0.05731576124,0.0007629461902,0.5877776644,0.00274569468,0.8122531797,0.002024730077,3
markedness_ratio,1.389385386,1.395342747,0.003631544226,0.1146315225,0.001525892384,1.175555329,0.005491389289,1.624506359,0.004049460088,3
apex_angle_deg,60.53169253,61.4032903,0.01660737697,3.303722271,0.01776047074,55.38161729,0.05589120403,68.26618283,0.08396085617,3
effective_vertices,5.94729777,5.879736263,0.001713283135,0.314345842,0.002095934728,5.273480228,0.00648224413,6.500356301,0.006556434364,3
step_cosine,-0.4919420571,-0.4778544994,0.0002494318956,0.05077140605,0.0002578476173,-0.5681076294,0.0008029322837,-0.3702948196,0.001361405352,3
