scenario_id,span,midpoint_residual,valence_offset,markedness,markedness_ratio,apex_angle_deg,effective_vertices,step_cosine
politeness-apology-003,19.56928163,0.7760865721,0.1979111656,0.75042757,1.50085514,64.85090655,5.551194566,-0.4249751967
politeness-apology-013,24.28897194,0.6477220981,0.3242613626,0.5607124799,1.12142496,73.17613808,4.919636503,-0.2894304659
politeness-apology-043,27.23222667,0.7647849814,-0.1305759769,0.7535555601,1.50711112,66.03862306,5.451355333,-0.40612073
politeness-apology-057,25.16833475,0.6321500658,0.3044190165,0.5540241584,1.108048317,74.88780473,4.807191255,-0.2607100013
politeness-apology-065,23.18443806,0.7820741251,-0.096543915,0.7760922688,1.552184538,65.01563693,5.537129482,-0.4223709002
politeness-apology-067,21.65587448,0.8199955563,0.01866456641,0.8197831093,1.639566219,62.74024199,5.737944078,-0.4580253164
politeness-apology-081,22.8753832,0.7580460725,0.3268076183,0.6839814535,1.367962907,64.60987308,5.571903841,-0.4287794663
politeness-apology-098,20.94053624,0.6830724465,0.3782969652,0.568752471,1.137504942,69.15254849,5.205881893,-0.3558810492
politeness-bad-news-delivery-020,19.03324857,0.7836723166,0.215290973,0.7535198052,1.50703961,64.20760653,5.606812331,-0.4351115702
politeness-bad-news-delivery-028,32.07766044,0.6934940701,0.3442547796,0.6020155081,1.204031016,69.01311368,5.21639991,-0.3581542651
politeness-bad-news-delivery-066,22.03139324,0.7931953436,0.34791502,0.71282115,1.4256423,61.99090682,5.807303337,-0.469611686
politeness-bad-news-delivery-073,27.18245615,0.7194976779,0.4072634265,0.5931386094,1.186277219,65.71086877,5.478545738,-0.4113414618
politeness-complaint-030,29.84744608,0.84570126,0.1168026397,0.837596421,1.675192842,60.95170674,5.906315332,-0.4855466443
politeness-complaint-032,30.01913661,0.7379263433,0.4235749456,0.6042512339,1.208502468,64.01361561,5.62380357,-0.4381575474
politeness-complaint-040,23.23654113,0.6804585059,0.3692856503,0.5715346767,1.143069353,69.55844841,5.175503598,-0.3492516837
politeness-complaint-049,29.46243721,0.7056972101,0.008688286432,0.7056437246,1.411287449,70.63524749,5.09660563,-0.3315808129
politeness-complaint-063,29.53847235,0.5828254305,0.04213699475,0.5813002289,1.162600458,81.22931745,4.43189739,-0.1524801536
politeness-complaint-072,28.64463067,0.7649150758,0.214505034,0.7342224891,1.468444978,65.46830685,5.498843903,-0.415196524
politeness-complaint-089,24.05695976,0.6945754571,0.02162171563,0.6942388401,1.38847768,71.48916448,5.035728178,-0.3174839934
politeness-correction-002,16.76423545,0.8240280166,0.3514255724,0.7453336429,1.490667286,60.0748,5.992529314,-0.4988689727
politeness-correction-005,26.30193962,0.6209434853,-0.1012051526,0.6126404566,1.225280913,77.52213639,4.643834868,-0.216062403
politeness-correction-007,15.71493758,0.8912268603,0.1645997328,0.8758951104,1.751790221,58.14298884,6.191632167,-0.5278012052
politeness-correction-024,20.29295237,0.7162490123,0.3145476754,0.6434845822,1.286969164,67.76860149,5.312194617,-0.378348114
politeness-correction-027,31.38186866,0.676490763,0.2394212638,0.6327062596,1.265412519,71.83134471,5.011739672,-0.3118151721
politeness-correction-045,19.9636365,0.9436230237,0.2807175168,0.9009007085,1.801801417,54.5920733,6.594363947,-0.5793939373
politeness-correction-051,22.66973161,0.6409003773,-0.06792883216,0.6372903321,1.274580664,75.84275854,4.746662792,-0.2445838425
politeness-correction-076,24.08008169,0.8348609412,-0.3873223544,0.7395770311,1.479154062,58.85166389,6.117074288,-0.5172555127
politeness-correction-087,24.49476237,0.9745694146,-0.03418008746,0.9739698483,1.947939697,54.303212,6.629442104,-0.5834956851
politeness-criticism-or-feedback-023,18.35448902,0.9640977276,-0.09141121986,0.9597543525,1.919508705,54.7023673,6.581068019,-0.5778239034
politeness-criticism-or-feedback-036,29.84681957,0.6735610446,0.2843009421,0.6106205492,1.221241098,71.55286627,5.031244991,-0.3164295123
politeness-criticism-or-feedback-041,25.54578006,0.6793275405,-0.109971153,0.6703672522,1.340734504,72.49067745,4.966155824,-0.300860974
politeness-criticism-or-feedback-050,27.32998628,0.5645391027,0.2048433631,0.5260642499,1.0521285,82.55924069,4.36050522,-0.129501023
politeness-criticism-or-feedback-054,24.94232801,0.7539129582,-0.1003020939,0.7472109733,1.494421947,66.92126596,5.379455915,-0.3919956876
politeness-criticism-or-feedback-071,22.47516936,1.018372405,-0.1235407933,1.01085114,2.021702281,52.09448728,6.910520073,-0.6143611191
politeness-criticism-or-feedback-099,18.13225937,0.8099976613,0.3400599509,0.735156746,1.470313492,61.08400072,5.893523603,-0.4835268292
politeness-criticism-or-feedback-100,20.30300022,0.6718329416,0.3660406795,0.563359319,1.126718638,70.33176846,5.118597298,-0.3365731949
politeness-disagreement-012,21.8808458,0.7443329514,-0.04753971698,0.7428132456,1.485626491,67.74084133,5.314371551,-0.3787965591
politeness-disagreement-035,19.96368354,0.8534773138,0.07613624494,0.8500745835,1.700149167,60.62911149,5.937741642,-0.4904610341
politeness-disagreement-047,22.1378292,0.5777548509,-0.09809352359,0.5693666028,1.138733206,81.62719089,4.4102951,-0.1456135326
politeness-disagreement-048,19.75757294,0.8983134051,0.1580941408,0.8842924948,1.76858499,57.79544105,6.228865001,-0.5329436048
politeness-disagreement-075,20.18505332,0.8907267755,0.2735074499,0.8476956196,1.695391239,57.33910832,6.278437362,-0.5396658055
politeness-disagreement-086,24.64358163,0.785814673,0.05315443712,0.7840148635,1.568029727,64.88530094,5.548251989,-0.4244317298
politeness-inquiry-sensitive-008,21.07670655,0.9181311768,0.1395397334,0.9074654377,1.814930875,56.83820711,6.333767695,-0.547005114
politeness-inquiry-sensitive-009,21.37443708,0.7144990077,-0.08816737546,0.7090383247,1.418076649,69.82608756,5.155666207,-0.3448708543
politeness-inquiry-sensitive-016,23.54586309,0.6978275804,-0.1510245475,0.6812891589,1.362578318,70.8215029,5.083201927,-0.3285122025
politeness-inquiry-sensitive-092,21.46321301,0.6634856131,-0.105741748,0.6550052225,1.310010445,73.80673171,4.877603867,-0.2788782787
politeness-refusal-038,21.38446909,0.6667903614,0.4276791185,0.5115661811,1.023132362,69.17224482,5.204399552,-0.3555597682
politeness-refusal-058,23.08580761,0.7755965158,-0.2714638084,0.7265379248,1.45307585,64.17904978,5.609307107,-0.4355602722
politeness-refusal-064,17.12257024,0.8299854079,0.06121250748,0.8277250789,1.655450158,62.06660356,5.80022072,-0.4684448621
