scenario_id,theta1_deg,theta2_deg,overlap
politeness-apology-003,63.53747339,77.08615094,0.1242581393
politeness-apology-013,52.20781917,78.88396471,0.2063467021
politeness-apology-043,56.47589634,66.23643502,0.2337006188
politeness-apology-057,56.51175223,79.99821234,0.1673050022
politeness-apology-065,54.19795148,72.92397293,0.2142170429
politeness-apology-067,60.29138816,79.31586141,0.1399899153
politeness-apology-081,59.96709033,77.19472845,0.1498105466
politeness-apology-098,63.31523001,84.55507662,0.1053390507
politeness-bad-news-delivery-020,64.78067597,83.07981974,0.09803247095
politeness-bad-news-delivery-028,57.48614386,74.32611958,0.1809486679
politeness-bad-news-delivery-066,50.53917335,76.70076422,0.2284206794
politeness-bad-news-delivery-073,55.4923184,76.43606012,0.1879728395
politeness-complaint-030,46.99976968,59.4427992,0.3617973078
politeness-complaint-032,49.15812659,69.20934684,0.2768371093
politeness-complaint-040,47.70461799,67.3542845,0.3005575512
politeness-complaint-049,58.83659554,64.95034023,0.2235283854
politeness-complaint-063,58.61441294,69.58573409,0.1964462711
politeness-complaint-072,55.1591377,66.25561744,0.2442576119
politeness-complaint-089,44.32035111,55.21239835,0.4186860852
politeness-correction-002,56.95386184,64.88421887,0.2387621976
politeness-correction-005,54.50396777,58.92724521,0.3017682986
politeness-correction-007,71.67135752,73.97196192,0.08756249681
politeness-correction-024,50.44619111,70.7545787,0.2570818685
politeness-correction-027,55.95364531,81.02847535,0.1688827388
politeness-correction-045,56.15760217,63.59431389,0.2539643323
politeness-correction-051,63.00505438,80.10641794,0.1177788472
politeness-correction-076,61.90255563,69.65874754,0.1713242098
politeness-correction-087,60.87322872,69.31564303,0.1808416476
politeness-criticism-or-feedback-023,72.22523917,78.40728448,0.06678780423
politeness-criticism-or-feedback-036,53.74400518,81.91077966,0.1847737959
politeness-criticism-or-feedback-041,66.39129377,77.14383429,0.1049495111
politeness-criticism-or-feedback-050,59.44122833,74.13665711,0.1666048552
politeness-criticism-or-feedback-054,53.93456177,80.30160849,0.1874787327
politeness-criticism-or-feedback-071,57.46533974,65.76911841,0.2288397101
politeness-criticism-or-feedback-099,60.54740253,68.56786603,0.1876442569
politeness-criticism-or-feedback-100,60.61558119,80.70162904,0.1334303252
politeness-disagreement-012,57.53194001,69.43517072,0.2057871339
politeness-disagreement-035,59.6434026,74.10929009,0.165188715
politeness-disagreement-047,56.75727778,85.80678469,0.1529277674
politeness-disagreement-048,53.73628316,66.48056919,0.2545621823
politeness-disagreement-075,69.83136779,77.82277398,0.08168517994
politeness-disagreement-086,74.43207408,82.01623807,0.04565962941
politeness-inquiry-sensitive-008,57.2238003,72.39861115,0.1922555441
politeness-inquiry-sensitive-009,54.36883147,63.36893124,0.2701523969
politeness-inquiry-sensitive-016,64.61356945,72.459141,0.1373176391
politeness-inquiry-sensitive-092,65.03990637,89.18551699,0.08913751169
politeness-refusal-038,56.72461855,69.54255483,0.2115950745
politeness-refusal-058,58.20547606,69.42256894,0.2005650048
politeness-refusal-064,51.57961101,71.22563742,0.2448766849
politeness-refusal-069,58.29325134,88.87770349,0.1383047066
politeness-refusal-077,52.39077836,66.27003457,0.2671899557
politeness-refusal-080,52.77393901,86.91640553,0.1844359579
politeness-refusal-083,59.29952044,72.68635928,0.1746142359
politeness-refusal-090,54.82534472,68.22800638,0.2347173584
politeness-reminder-017,56.42256957,67.63027649,0.2253608084
politeness-reminder-018,52.47973018,60.60513229,0.3059210552
politeness-reminder-019,56.72760252,64.51595397,0.2430537359
politeness-reminder-021,64.46162166,67.98844034,0.1631654602
politeness-reminder-079,59.73789509,64.74855298,0.2179762502
politeness-reminder-094,60.45189415,81.30875423,0.1330175876
politeness-request-001,58.45713287,63.71521275,0.2348864133
politeness-request-006,54.61667391,79.57951126,0.1840030716
politeness-request-025,59.99342779,89.60546215,0.1250733808
politeness-request-029,48.97121871,88.46676906,0.2158134235
politeness-request-031,55.52025506,74.83052304,0.1944799326
politeness-request-037,57.43880913,80.94345276,0.1572184594
politeness-request-053,59.18170224,82.23602352,0.1403594424
politeness-request-056,70.75957374,83.10155387,0.06150915857
politeness-request-061,50.48221307,86.04972291,0.2048230953
politeness-request-074,63.06377504,67.39219612,0.1764935763
politeness-request-093,62.68427454,67.91838685,0.1759521102
politeness-request-097,52.0647067,61.26587831,0.304530036
