method,raw_mean,raw_sd,centered_mean,centered_sd,paper_ref
MeanDiff,0.9382377621,0.01431399587,0.9831508117,0.009597442829,0.8
KMeans,0.4518194321,0.01853163582,0.9784442779,0.01382472222,0.78
LogReg,0.9739601509,0.01188010626,0.9903544418,0.009103160572,0.89
PCA,0.6007805058,0.0740608452,0.9642565207,0.01060604751,0.81
