row,col,cosine_mean,cosine_std,n_seeds
MeanDiff,MeanDiff,1,0,3
MeanDiff,KMeans,0.03107856206,0,3
MeanDiff,LogReg,0.7116887521,0,3
MeanDiff,PCA,0.05412388204,2.049214353e-07,3
MeanDiff,Random,0.008495637821,0.01014066036,3
KMeans,MeanDiff,0.03107856206,0,3
KMeans,KMeans,1,0,3
KMeans,LogReg,0.0194308693,0,3
KMeans,PCA,0.5277761109,2.499990467e-07,3
KMeans,Random,-0.02021829266,0.009774970108,3
LogReg,MeanDiff,0.7116887521,0,3
LogReg,KMeans,0.0194308693,0,3
LogReg,LogReg,1,0,3
LogReg,PCA,0.05213895088,3.055183702e-07,3
LogReg,Random,0.006830019,0.01302734516,3
PCA,MeanDiff,0.05412388204,2.049214353e-07,3
PCA,KMeans,0.5277761109,2.499990467e-07,3
PCA,LogReg,0.05213895088,3.055183702e-07,3
PCA,PCA,1,0,3
PCA,Random,-0.02373798221,0.03283603801,3
Random,MeanDiff,0.008495637821,0.01014066036,3
Random,KMeans,-0.02021829266,0.009774970108,3
Random,LogReg,0.006830019,0.01302734516,3
Random,PCA,-0.02373798221,0.03283603801,3
Random,Random,1,0,3
