step,r_half_mean,r_half_std,R_full_mean,R_full_std,n_seeds
positive-neutral,0.7335738713,0.002430964864,0.8463124319,0.001618927062,3
neutral-negative,0.8668268559,0.0004514311088,0.9286633242,0.0002590660524,3
positive-negative,0.861136899,0.0007386811314,0.9253879114,0.0004265917236,3
