step,r_half_mean,r_half_std,R_full_mean,R_full_std,n_seeds
positive-neutral,0.7363512729,0.002719042265,0.848157455,0.001803491908,3
neutral-negative,0.8760903422,0.0008734595884,0.9339531023,0.0004964243246,3
positive-negative,0.8897337764,0.0004957354074,0.941649815,0.0002776541929,3
