row,MeanDiff,KMeans,LogReg,PCA,Random
MeanDiff,1,0.999236705,0.7738737385,0.9872811031,0.03300824294
KMeans,0.999236705,1,0.7591986428,0.9903959174,0.0329758338
LogReg,0.7738737385,0.7591986428,1,0.6972037192,0.03536581176
PCA,0.9872811031,0.9903959174,0.6972037192,1,0.03017256128
Random,0.03300824294,0.0329758338,0.03536581176,0.03017256128,1
