method,raw_mean,raw_sd,centered_mean,centered_sd,paper_ref
MeanDiff,0.6114364965,0.1134948492,0.604858626,0.1221393832,.80
KMeans,0.4890088164,0.02310432686,0.4841438246,0.08430127027,.78
LogReg,0.9596022865,0.02797056206,0.9951744186,0.005916536853,.89
PCA,0.4890088164,0.02310432686,0.4841438246,0.08430127027,.81
