row,MeanDiff,KMeans,LogReg,PCA,Random
MeanDiff,1,0.02653330415,0.7309570151,0.02666170614,0.02372125087
KMeans,0.02653330415,1,0.0003945289653,0.99997882,0.0147486622
LogReg,0.7309570151,0.0003945289653,1,0.0005142611561,0.01215570351
PCA,0.02666170614,0.99997882,0.0005142611561,1,0.01447040332
Random,0.02372125087,0.0147486622,0.01215570351,0.01447040332,1
