method,raw_mean,raw_sd,centered_mean,centered_sd,paper_ref
MeanDiff,0.6572255985,0.1358582757,0.6858720705,0.1380462939,0.8
KMeans,0.49137203,0.01869607482,0.4862940379,0.02994782966,0.78
LogReg,0.9713225112,0.02306927998,0.9976744186,0.004651162791,0.89
PCA,0.49137203,0.01869607482,0.4862940379,0.02994782966,0.81
