row,MeanDiff,KMeans,LogReg,PCA,Random
MeanDiff,1,0.9965165309,0.6686606905,0.9776066044,0.02675396315
KMeans,0.9965165309,1,0.6286802111,0.9857646896,0.02758019239
LogReg,0.6686606905,0.6286802111,1,0.5588819639,0.0148520437
PCA,0.9776066044,0.9857646896,0.5588819639,1,0.02222179085
Random,0.02675396315,0.02758019239,0.0148520437,0.02222179085,1
