metric,observed,null_mean_mean,null_mean_std,null_sd_mean,null_sd_std,p_value_mean,p_value_std,n_seeds
spearman,0.7489446839,-0.01851749666,0.007989544228,0.1276597189,0.01171394339,0.009900990099,0,3
kendall,0.59400865,-0.01443449439,0.006004625559,0.09832291177,0.009197904814,0.009900990099,0,3
probe_r2,0.84272819,-0.4948673055,0.01484139462,0.189310864,0.009996867824,0.009900990099,0,3
monotone_fraction,0.5833333333,0.3156944444,0.00375,0.05478539573,0.002291453151,0.009900990099,0,3
midpoint_residual_median,0.7455755297,0.8329420547,0.0009301423569,0.03065602709,0.001081484817,0.009900990099,0,3
pc1_frac_centroids,0.7579930551,0.6200826893,0.005284472682,0.06395628137,0.003153630972,0.03300330033,0.0151240122,3
