metric,point,mean,sd,ci_lo,ci_hi
midpoint_residual,0.6132179727,0.6202191743,0.03182252878,0.5617268965,0.6864634537
valence_offset,0.2966358309,0.2836205804,0.03475722702,0.2132442901,0.3499847929
markedness,0.53669681,0.5502988212,0.03475209264,0.4846711958,0.6216474214
markedness_ratio,1.07339362,1.100597642,0.06950418527,0.9693423916,1.243294843
apex_angle_deg,76.78429823,76.35326244,3.168187052,69.98357232,82.44576343
effective_vertices,4.688458556,4.723092415,0.1972763545,4.366506962,5.144064389
step_cosine,-0.2286176685,-0.2355740514,0.05364170455,-0.3422895537,-0.1314646419
