sim,step_cosine,midpoint_residual
0,0.9130207615,0.1086965818
1,0.9337940899,0.09265402318
2,0.9146476574,0.1062887688
3,0.9103106391,0.1083477288
4,0.9069770033,0.1106291965
5,0.9327108549,0.09332293271
6,0.8820192791,0.1293947168
7,0.9282725222,0.09797839916
8,0.9276015776,0.09695616127
9,0.9368287074,0.09052522479
10,0.9275913659,0.09709970373
11,0.9325575753,0.0936962439
12,0.9245865169,0.1001728208
13,0.92633951,0.09979802857
14,0.9074467337,0.1106624262
15,0.9378836182,0.08999994678
16,0.9206309119,0.1031193964
17,0.9296509979,0.09546881075
18,0.9285468412,0.09630548066
19,0.9078905462,0.1102448796
20,0.9204544817,0.1020352539
21,0.926843762,0.09934837095
22,0.9165147518,0.1055343634
23,0.922959188,0.1013100335
24,0.9336206329,0.09267523533
25,0.9112769807,0.1080574907
26,0.9151312391,0.1053037225
27,0.9406108963,0.08836027126
28,0.9198767365,0.1056225201
29,0.8836409729,0.1257254606
30,0.9385364441,0.0890679747
31,0.924580594,0.09926298282
32,0.9141706759,0.1061170975
33,0.9248445046,0.09880644017
34,0.9350984634,0.09408232108
35,0.9469835623,0.0846095723
36,0.9280650541,0.09663738896
37,0.9173183828,0.1038766931
38,0.9218883613,0.1040396862
39,0.9073533783,0.1101983778
40,0.9225011965,0.1014953105
41,0.9309961549,0.09692508329
42,0.9300700236,0.09520336615
43,0.9506193476,0.08011655068
44,0.9127519625,0.1070166529
45,0.9244068602,0.0994576102
46,0.9288833907,0.09881348094
47,0.9081184698,0.118871863
48,0.8981651143,0.1172374734
49,0.93383361,0.09257130108
50,0.9045274229,0.1119969388
51,0.9172732284,0.1040600275
52,0.9339203302,0.09353765284
53,0.8964241536,0.1191527278
54,0.89931361,0.1159729439
55,0.9268991579,0.09784723435
56,0.9439211616,0.08536690983
57,0.9456745709,0.08374817082
58,0.925691331,0.09861629833
59,0.8996888497,0.115250154
60,0.9362749559,0.09372232958
61,0.9133517966,0.1091377795
62,0.9025806185,0.1136663981
63,0.9218989116,0.100987296
64,0.9095313937,0.111528639
65,0.9068885003,0.1106008444
66,0.9369680676,0.09184200011
67,0.9255864326,0.09989047318
68,0.9187681435,0.102880662
69,0.9228936425,0.1002923849
70,0.9259595786,0.1001299924
71,0.9201313502,0.1025507902
72,0.9340360764,0.09237279289
73,0.9296589578,0.09641285077
74,0.922252708,0.1044772403
75,0.9267299142,0.09766414704
76,0.9394169053,0.08837113625
77,0.9147522537,0.1056085176
78,0.8973484364,0.1163204111
79,0.9205738767,0.1036171688
80,0.9082656713,0.110431508
81,0.8954539227,0.1183650737
82,0.9227504294,0.1039517063
83,0.9173044759,0.1045680922
84,0.9175955969,0.1094338348
85,0.8846139198,0.1238485562
86,0.9086595855,0.1102936465
87,0.8890012172,0.1216238564
88,0.8948752792,0.1179843724
89,0.9241754909,0.09926849502
90,0.9079798932,0.1102704938
91,0.9127249812,0.1070215862
92,0.9190055218,0.1033384998
93,0.9384831986,0.09037161585
94,0.9260544935,0.1011278319
95,0.9430646085,0.08638972587
96,0.9253129246,0.09874232482
97,0.8887810222,0.1216356097
98,0.9222726567,0.1005924859
99,0.8910655976,0.1201459058
100,0.9095547062,0.1091241113
101,0.9301570672,0.0967121261
102,0.9176549667,0.1049055814
103,0.9217622036,0.1023860134
104,0.9188105034,0.1081615839
105,0.9048671232,0.113709624
106,0.8875552327,0.1220887757
107,0.9273963094,0.09838648008
108,0.9220133276,0.1008681933
109,0.9128421259,0.1069030522
110,0.9206838054,0.1016068648
111,0.935290874,0.09145278972
112,0.9417214573,0.08675833761
113,0.9078897238,0.1102935655
114,0.9281421705,0.09689145537
115,0.9304259353,0.09494787761
116,0.9401126582,0.09007302014
117,0.9193216532,0.1025240299
118,0.9267965914,0.09785618981
119,0.8898676773,0.1209457014
120,0.9344415812,0.09273568458
121,0.9030183464,0.115370611
122,0.9340518312,0.09542442855
123,0.926997316,0.09820625603
124,0.9533187107,0.07766772863
125,0.8893411595,0.1271156463
126,0.90084459,0.115874039
127,0.9066200005,0.1106620689
128,0.8945894121,0.1179797866
129,0.9312896479,0.09590982945
130,0.9042251121,0.1135741485
131,0.8965019726,0.1186429143
132,0.9113761806,0.1134364688
133,0.9334829688,0.09669569797
134,0.9257807456,0.09889038723
135,0.9379919302,0.09003268187
136,0.9345970927,0.09444371917
137,0.9267561217,0.0982124697
138,0.937589256,0.09017466157
139,0.9341007344,0.09290126688
140,0.9133841495,0.1064509026
141,0.9165943777,0.1045610506
142,0.9148777978,0.1058812745
143,0.9013128311,0.1143876166
144,0.9034603993,0.1143017834
145,0.8985767747,0.115674371
146,0.9041962416,0.1122989017
147,0.9115552611,0.1078512338
148,0.9393530881,0.08844110687
149,0.9329237249,0.09315040629
150,0.919564546,0.1035843154
151,0.9199657349,0.1021826157
152,0.9133285905,0.1065943076
153,0.9255661636,0.09835817662
154,0.9346575356,0.09272512266
155,0.918762419,0.1028836495
156,0.9158219052,0.1050130557
157,0.9211076194,0.1046526977
158,0.93325896,0.09290182094
159,0.9029514737,0.1153922172
160,0.9231053589,0.1013182706
161,0.9270261429,0.09784316714
162,0.8852654209,0.1237895319
163,0.9331078348,0.09302078162
164,0.9130088859,0.1072795546
165,0.9279252555,0.09672313099
166,0.9077568529,0.1105649025
167,0.936674948,0.09139581708
168,0.907130994,0.110788526
169,0.9219131997,0.1008173321
170,0.9068050933,0.1111810023
171,0.922584783,0.1055918234
172,0.9142093755,0.1058526614
173,0.8919768053,0.1195090071
174,0.9346373659,0.09233227686
175,0.9188939751,0.1039522798
176,0.9095435391,0.1091472212
177,0.9191703109,0.1042786913
178,0.9233263864,0.1001713685
179,0.920587707,0.1028724716
180,0.922594373,0.1007789258
181,0.9194490256,0.1024369188
182,0.8863440462,0.1262096222
183,0.9206490722,0.1032947441
184,0.9022704461,0.1151015778
185,0.9323193002,0.09398488294
186,0.9002696437,0.1145659866
187,0.9154107552,0.1057317556
188,0.9216931469,0.102098543
189,0.9033913517,0.1130153088
190,0.9074572797,0.1140220349
191,0.9222334671,0.1009322997
192,0.9406533569,0.08832835555
193,0.9133251364,0.1066728938
194,0.9253464456,0.09845872535
195,0.9001352839,0.1172025229
196,0.9117960769,0.1121154702
197,0.9077326779,0.1103500602
198,0.9174732234,0.1073314925
199,0.9190003668,0.1029637234
200,0.9031484683,0.112925418
201,0.9354708897,0.09366474349
202,0.9226818464,0.1012201402
203,0.9381152322,0.08979207734
204,0.9264487535,0.09845767878
205,0.911286413,0.108274357
206,0.9199287384,0.1025169229
207,0.9131912388,0.1088828191
