method,raw_mean,raw_sd,centered_mean,centered_sd,paper_ref
MeanDiff,0.5232434097,0.02416871158,0.6055684018,0.03259604155,
KMeans,0.5134873121,0.02454671897,0.5959865203,0.03208622414,
LogReg,0.8809171858,0.04174810279,0.9600772534,0.02832050571,
PCA,0.5134873121,0.02454671897,0.5959865203,0.03208622414,
