method,raw_mean,raw_sd,centered_mean,centered_sd,paper_ref
MeanDiff,0.5462121212,0.02239919877,0.6430735931,0.04575836415,
KMeans,0.5298701299,0.02015254972,0.6008658009,0.05012306588,
LogReg,0.9435064935,0.0330496162,0.9906926407,0.004659967563,
PCA,0.5298701299,0.02015254972,0.6008658009,0.05012306588,
