row,MeanDiff_mean,MeanDiff_std,KMeans_mean,KMeans_std,LogReg_mean,LogReg_std,PCA_mean,PCA_std,Random_mean,Random_std,n_seeds
MeanDiff,1,0,0.8544817832,1.359739956e-16,0.479676692,0,0.8570167719,0,0.04470024567,0.02627114748,3
KMeans,0.8544817832,1.359739956e-16,1,0,0.05127100611,8.498374722e-18,0.9998204473,0,0.03436061399,0.03151115853,3
LogReg,0.479676692,0,0.05127100611,8.498374722e-18,1,0,0.05529328567,0,0.0433961572,0.0243887934,3
PCA,0.8570167719,0,0.9998204473,0,0.05529328567,0,1,0,0.03498651074,0.03122307936,3
Random,0.04470024567,0.02627114748,0.03436061399,0.03151115853,0.0433961572,0.0243887934,0.03498651074,0.03122307936,1,0,3
