metric,point,mean_mean,mean_std,sd_mean,sd_std,ci_lo_mean,ci_lo_std,ci_hi_mean,ci_hi_std,n_seeds
midpoint_residual,0.6610418665,0.665625541,0.0007245688758,0.02918502753,0.0003790156714,0.6093679571,0.001456866534,0.7237844951,0.0007313535632,3
valence_offset,0.2319192681,0.2254415408,0.001249580441,0.03455151866,0.000397230483,0.1568012344,0.00342469797,0.2925533481,0.0009616486466,3
markedness,0.6190232648,0.6253099714,0.0004548570787,0.02963985482,0.0004270893332,0.569451776,0.0002413755864,0.6851645375,0.001766890945,3
markedness_ratio,1.23804653,1.250619943,0.0009097144976,0.05927970964,0.000854178672,1.138903552,0.000482750827,1.370329075,0.003533782118,3
apex_angle_deg,73.19302697,72.91166943,0.06954810101,2.570706331,0.02967755982,68.0480259,0.0642072806,78.04456354,0.1830963051,3
effective_vertices,4.918501323,4.943614205,0.004763108777,0.174144865,0.001846862325,4.61276613,0.0108072643,5.290384399,0.004994432777,3
step_cosine,-0.2891483028,-0.2935518683,0.001157553122,0.04288365181,0.0005052997881,-0.37382913,0.00103924805,-0.2071501408,0.00312691688,3
