method,raw_mean,raw_sd,centered_mean,centered_sd,paper_ref
MeanDiff,0.5012489534,0.02233249794,0.6098359803,0.1064674468,0.8
KMeans,0.4747654161,0.0216904771,0.4580234584,0.03200497533,0.78
LogReg,0.9882456626,0.0106682692,0.9976744186,0.004651162791,0.89
PCA,0.4747654161,0.0216904771,0.4580234584,0.03200497533,0.81
